subject,used,n_pos_edges,mean_w,max_w,note
HCD1113220,True,12755.0,0.01680473125293003,0.8245408535003662,
HCD1759571,True,9832.0,0.023786594383139292,1.0154753923416138,
HCD2757370,True,9371.0,0.026453984187190718,0.8685299754142761,
HCD0236635,True,9031.0,0.02153331035564009,0.9320318698883057,
HCD0644044,True,12573.0,0.019918113256656968,0.9269393086433411,
HCD1128738,True,8428.0,0.02384715990262938,1.1180931329727173,
HCD2696780,True,7780.0,0.026922865193581395,0.9184099435806274,
HCD0894875,True,11533.0,0.020409259933419015,0.8919687271118164,
HCD1787677,True,11160.0,0.0257269168536211,0.9311553835868835,
HCD0804545,True,11243.0,0.026723979764405246,0.8893791437149048,
HCD0075435,True,15326.0,0.019786284553486175,0.894528865814209,
HCD1863465,True,9085.0,0.020126237755130404,1.045434594154358,
HCD1647863,True,12033.0,0.019382956798541753,0.8757991790771484,
HCD1305936,True,9916.0,0.01843771906518989,0.963843584060669,
HCD1277149,True,11927.0,0.021676579497096837,1.092787265777588,
HCD0797877,True,10522.0,0.0216611608418829,0.9303981065750122,
HCD1187653,True,13607.0,0.017718644425288015,0.9114701151847839,
HCD1215632,True,10028.0,0.02803425384646881,0.8893791437149048,
HCD2905460,True,8315.0,0.02733386704418401,0.8305957317352295,
HCD1930353,True,8440.0,0.032251807661265466,1.0568382740020752,
HCD2581763,True,7423.0,0.0368078885915289,0.9267609119415283,
HCD1928871,True,10101.0,0.025199175256124046,1.0050934553146362,
HCD1010311,True,13438.0,0.022018485518145864,0.8629179000854492,
HCD0392144,True,11038.0,0.024587249671332075,1.0347671508789062,
HCD2164242,True,12255.0,0.02646592148979926,0.9933203458786011,
HCD1568867,True,9688.0,0.02038543865794715,0.9138368964195251,
HCD2715152,True,9762.0,0.020865157973186815,0.9755691289901733,
HCD1293349,True,11733.0,0.017894586441298977,0.906286895275116,
HCD1017729,False,,,,no_file_or_bad_shape
HCD2721147,True,10494.0,0.02927568625436975,1.0667874813079834,
HCD1479969,True,9647.0,0.021433627902894683,1.024509310722351,
HCD0123925,True,11979.0,0.027944432733085008,1.0358474254608154,
HCD1120015,True,10963.0,0.02743634734043185,1.0632765293121338,
HCD2743157,True,11404.0,0.016020346769744252,0.9219432473182678,
HCD0988682,True,9684.0,0.02174586010924195,1.0332776308059692,
HCD0848060,True,8502.0,0.02911788259377697,0.9154259562492371,
HCD2156344,True,9390.0,0.027883335006154364,0.9214466214179993,
HCD2383456,True,10730.0,0.02521918380157251,0.9138509631156921,
HCD0462341,True,11932.0,0.022613100048579665,0.8929118514060974,
HCD1267348,True,10699.0,0.026115888782014058,0.9657369256019592,
HCD0031617,True,8280.0,0.02398207524277068,0.8457732796669006,
HCD1227134,True,8214.0,0.018436204272300652,1.0476553440093994,
HCD1108833,True,14960.0,0.020226786966010008,0.8355339765548706,
HCD1855365,True,8302.0,0.02530193852101292,0.9154492020606995,
HCD1197757,True,9130.0,0.024450028309395643,0.9911971688270569,
HCD2957277,True,11063.0,0.024543117103278226,0.9478405714035034,
HCD2109638,True,11313.0,0.015107347385304106,0.8235893249511719,
HCD0392649,True,10293.0,0.02336198331248325,0.8772958517074585,
HCD1872971,True,8105.0,0.03413135951346005,0.978230893611908,
HCD1411935,True,8682.0,0.02417076448118535,1.0051844120025635,
HCD0469658,True,10210.0,0.022682209615708174,0.7994660139083862,
HCD0772255,True,9507.0,0.021518639619603645,0.8817819356918335,
HCD0514738,True,11384.0,0.02246067918143755,0.921251654624939,
HCD1106728,True,9924.0,0.026397562961861118,0.9559021592140198,
HCD0979378,True,11546.0,0.02201799825676251,0.8422537446022034,
HCD2768981,True,7196.0,0.03573109187228531,0.9069076180458069,
HCD1783366,True,9063.0,0.02823369368492415,1.0529905557632446,
